genres,,title,,release_date,tags,discount_price,reviews_url,specs,price,early_access,id,developer,sentiment,metascore
"['Strategy', 'RPG', 'Indie']",,Dungeon Defenders: Talay Mining Complex Mission Pack,,31-05-12,"['Strategy', 'RPG', 'Indie']",,http://steamcommunity.com/app/208545/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Downloadable Content']",1.99,FALSE,208545,Trendy Entertainment,6 user reviews,
['Action'],,Max Payne 3 Rockstar Pass,,31-05-12,['Action'],,http://steamcommunity.com/app/213370/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content', 'Steam Achievements']",14.99,FALSE,213370,Rockstar Studios,Very Positive,
['Action'],,Max Payne 3,,31-05-12,"['Action', 'Third-Person Shooter', 'Bullet Time', 'Multiplayer', 'Story Rich', 'Cinematic', 'Noir', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Atmospheric', 'Violent', 'Adventure', 'Nudity', 'Linear', 'Dark', '3D Vision', 'Open World', 'Co-op']",,http://steamcommunity.com/app/204100/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Steam Achievements', 'Partial Controller Support']",19.99,FALSE,204100,Rockstar Studios,Very Positive,87
['Action'],,Binary Domain - Multiplayer Map Pack,,01-06-12,['Action'],,http://steamcommunity.com/app/203766/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",1.99,FALSE,203766,Devil's Details,6 user reviews,
['Action'],,Binary Domain - Dan Marshall Pack,,01-06-12,['Action'],,http://steamcommunity.com/app/203765/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",1.99,FALSE,203765,Devil's Details,Mixed,
"['Action', 'Indie']",,Waveform: Eris,,04-06-12,"['Action', 'Indie']",,http://steamcommunity.com/app/204182/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,FALSE,204182,Eden Industries,Positive,
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",,Dungeons of Dredmor: You Have To Name The Expansion Pack,,05-06-12,"['Indie', 'Adventure', 'RPG', 'Free to Play', 'Casual', 'Rogue-like']",,http://steamcommunity.com/app/98821/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",,FALSE,98821,"Gaslamp Games, Inc.",Positive,
"['Free to Play', 'Massively Multiplayer', 'RPG']",,The Lord of the Rings Online™,,06-06-12,"['Free to Play', 'MMORPG', 'Massively Multiplayer', 'RPG', 'Fantasy', 'Open World', 'Adventure', 'Multiplayer', 'Based On A Novel', 'Action', 'Exploration', 'Character Customization', 'Story Rich', 'Co-op', 'Online Co-Op', 'Third Person', 'Survival', 'PvP', 'Singleplayer', 'Dark Fantasy']",,http://steamcommunity.com/app/212500/reviews/?browsefilter=mostrecent&p=1,['MMO'],Play for Free!,FALSE,212500,"Standing Stone Games, LLC",Very Positive,86
"['Indie', 'Casual']",,Splice,,13-06-12,"['Puzzle', 'Indie', 'Casual', 'Great Soundtrack', 'Relaxing', 'Touch-Friendly', 'Singleplayer', 'Abstract']",,http://steamcommunity.com/app/209790/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Cloud']",9.99,FALSE,209790,Cipher Prime Studios,Very Positive,70
['Indie'],,Indie Game: The Movie,,12-06-12,"['Movie', 'Documentary', 'Indie', 'Great Soundtrack', 'Linear', 'Story Rich', 'Singleplayer']",,http://steamcommunity.com/app/207080/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available', 'Commentary available']",9.99,FALSE,207080,BlinkWorks Media,Overwhelmingly Positive,
"['Action', 'Adventure', 'Indie', 'RPG', 'Strategy']",,Krater,,12-06-12,"['RPG', 'Indie', 'Adventure', 'Action', 'Strategy', 'Post-apocalyptic', 'Action RPG', 'Party-Based RPG', 'Online Co-Op', 'Co-op', 'Singleplayer', 'Hack and Slash', 'Loot']",,http://steamcommunity.com/app/42170/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Steam Cloud']",14.99,FALSE,42170,Fatshark,Mixed,52
"['Action', 'Adventure']",,LEGO® Batman 2 DC Super Heroes™,,22-06-12,"['LEGO', 'Action', 'Batman', 'Adventure', 'Open World', 'Superhero', 'Local Co-Op', 'Family Friendly', 'Co-op', 'Singleplayer', 'Multiplayer', 'Funny', 'Controller', 'Split Screen', 'Comedy', 'Casual']",,http://steamcommunity.com/app/213330/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Shared/Split Screen', 'Full controller support']",19.99,FALSE,213330,TT Games,Very Positive,
"['Casual', 'Strategy']",,Quantum Conundrum: The Desmond Debacle,,21-06-12,"['Strategy', 'Casual']",,http://steamcommunity.com/app/204900/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content']",2.99,FALSE,204900,Airtight Games,6 user reviews,
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",,Vindictus,,22-06-12,"['Free to Play', 'Action', 'Hack and Slash', 'Massively Multiplayer', 'RPG', 'MMORPG', 'Adventure', 'Third Person', 'Character Customization', 'Co-op', 'Action RPG', 'PvP', 'Multiplayer', 'Fast-Paced', 'Nudity', 'Fantasy', 'Open World', 'Singleplayer', 'Horror', 'Controller']",,http://steamcommunity.com/app/212160/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'MMO', 'Co-op', 'Partial Controller Support']",Free to Play,FALSE,212160,Nexon,Mostly Positive,76
['Action'],,Sniper Elite V2 - Kill Hitler + 2 Rifles,,06-06-12,"['Action', 'Sniper']",,http://steamcommunity.com/app/210561/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",7.99,FALSE,210561,Rebellion,4 user reviews,
['Action'],,Call of Duty®: Modern Warfare® 3 Collection 2,,21-06-12,['Action'],,http://steamcommunity.com/app/42696/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content']",14.99,FALSE,42696,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)",Positive,
"['Indie', 'RPG']",,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,,25-06-12,"['RPG', 'Indie', 'Comedy', 'JRPG', 'Turn-Based', 'Mystery', 'Detective', 'Retro', 'Pixel Graphics', 'Singleplayer', 'RPGMaker']",,http://steamcommunity.com/app/213030/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Full controller support', 'Steam Cloud']",4.99,FALSE,213030,Zeboyd Games,Very Positive,
"['Adventure', 'Indie']",,The Dark Eye: Chains of Satinav,,22-06-12,"['Adventure', 'Point & Click', 'Fantasy', 'Singleplayer', 'Indie', 'Puzzle', 'Story Rich', 'Dark Fantasy', 'Atmospheric', 'Great Soundtrack']",,http://steamcommunity.com/app/203830/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']",19.99,FALSE,203830,Daedalic Entertainment,Very Positive,75
"['Massively Multiplayer', 'RPG']",,Dungeons &amp; Dragons Online® Menace of the Underdark™,,25-06-12,"['RPG', 'Massively Multiplayer']",,http://steamcommunity.com/app/213195/reviews/?browsefilter=mostrecent&p=1,"['MMO', 'Downloadable Content']",34.99,FALSE,213195,"Standing Stone Games, LLC",6 user reviews,
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",,Dungeons &amp; Dragons Online®,,25-06-12,"['Free to Play', 'RPG', 'Massively Multiplayer', 'MMORPG', 'Action', 'Fantasy', 'Adventure', 'Dragons', 'Multiplayer', 'Open World', 'Magic', 'Third Person', 'Co-op', 'Character Customization', 'Dungeon Crawler', 'Puzzle', 'FPS', 'Sandbox']",,http://steamcommunity.com/app/206480/reviews/?browsefilter=mostrecent&p=1,['MMO'],Play for Free!,FALSE,206480,"Standing Stone Games, LLC",Mostly Positive,
['Action'],,Tom Clancy's Ghost Recon: Future Soldier™,,26-06-12,"['Action', 'Stealth', 'Co-op', 'Tactical', 'Third-Person Shooter', 'Shooter', 'Multiplayer', 'Futuristic', 'Gun Customization', 'FPS', 'Third Person', 'Singleplayer', 'Adventure', 'Military', 'Atmospheric', 'Open World', 'Strategy']",,http://steamcommunity.com/app/212630/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op']",19.99,FALSE,212630,"Ubisoft Paris,Red Storm Entertainment",Mixed,71
['Strategy'],,Crusader Kings II: Songs of the Caliph,,26-06-12,['Strategy'],,http://steamcommunity.com/app/210893/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",1.99,FALSE,210893,Paradox Development Studio,5 user reviews,
['Strategy'],,Expansion - Crusader Kings II: Sword of Islam,,26-06-12,"['Strategy', 'Grand Strategy']",,http://steamcommunity.com/app/203778/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",9.99,FALSE,203778,Paradox Development Studio,Mostly Positive,
"['Casual', 'Strategy']",,Quantum Conundrum,,21-06-12,"['Puzzle', 'First-Person', 'Comedy', 'Platformer', 'Physics', 'Casual', 'Singleplayer', 'Strategy', 'Time Manipulation', 'Science', 'Cartoony', 'Family Friendly', 'Adventure', 'Sci-fi', 'Funny']",,http://steamcommunity.com/app/200010/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Steam Leaderboards']",8.99,FALSE,200010,Airtight Games,Very Positive,77
"['Action', 'Free to Play']",,Tribes: Ascend,,27-06-12,"['Free to Play', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Fast-Paced', 'Sci-fi', 'Futuristic', 'First-Person', 'Co-op', 'Massively Multiplayer', 'Open World', 'Competitive', 'Team-Based', 'Online Co-Op', 'Difficult', 'Robots', 'Singleplayer', 'Adventure', 'RPG']",,http://steamcommunity.com/app/17080/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op']",Free to Play,FALSE,17080,Hi-Rez Studios,Mostly Positive,86
['Action'],,Killing Floor - Harold Lott Character Pack,,05-07-12,['Action'],,http://steamcommunity.com/app/210933/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Downloadable Content', 'Steam Achievements', 'Valve Anti-Cheat enabled', 'Stats', 'Includes level editor']",4.99,FALSE,210933,Tripwire Interactive,Very Positive,
['RPG'],,Divine Divinity,,20-09-02,"['RPG', 'Fantasy', 'Isometric', 'Classic', 'Action RPG', 'Singleplayer', 'Open World', 'Real-Time with Pause', 'Hack and Slash', 'Adventure', 'Exploration', 'Action', '2D', 'CRPG', 'Great Soundtrack', 'Female Protagonist', 'Funny', 'Atmospheric', 'Indie', 'Story Rich']",,http://steamcommunity.com/app/214170/reviews/?browsefilter=mostrecent&p=1,['Single-player'],5.99,FALSE,214170,Larian Studios,Very Positive,81
['Strategy'],,Crusader Kings II: African Unit Pack,,26-06-12,['Strategy'],,http://steamcommunity.com/app/210892/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",1.99,FALSE,210892,Paradox Development Studio,Mixed,
"['Action', 'Indie']",,Xotic DLC: Warp Field Expansion Pack,,06-07-12,"['Action', 'Indie']",,http://steamcommunity.com/app/92622/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Steam Leaderboards']",1.99,FALSE,92622,"WXP Games, LLC",,
"['Action', 'Indie', 'Casual']",,Foreign Legion: Multi Massacre,,09-07-12,"['Action', 'Indie', 'Casual', 'Multiplayer', 'Third-Person Shooter', 'Shooter', 'Zombies', 'Gore']",,http://steamcommunity.com/app/205550/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Steam Cloud']",6.99,FALSE,205550,Sakari Indie &amp; GriN,Mixed,
"['RPG', 'Indie']",,Dungeon Defenders  - Quest for the Lost Eternia Shards Part 4,,10-07-12,"['RPG', 'Indie']",,http://steamcommunity.com/app/204384/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content']",3.99,FALSE,204384,Trendy Entertainment,8 user reviews,
"['Animation &amp; Modeling', 'Video Production']",,Source Filmmaker,,10-07-12,"['Animation & Modeling', 'Video Production', 'Free to Play', 'Software', 'Movie', 'Sandbox', 'Difficult', 'Funny', 'Action', 'Comedy', 'Singleplayer', 'Moddable', 'Multiplayer', 'Character Customization', 'Horror', 'First-Person', 'Anime', 'Crafting', 'Great Soundtrack', 'Strategy']",,http://steamcommunity.com/app/1840/reviews/?browsefilter=mostrecent&p=1,['Steam Workshop'],,FALSE,1840,Valve,Very Positive,
['Strategy'],,Magic 2013 “Goblin Gangland” Deck Key,,11-07-12,['Strategy'],,http://steamcommunity.com/app/97368/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,FALSE,97368,Stainless Games,,
['Strategy'],,Magic 2013 “Pack Instinct” Deck Key,,11-07-12,['Strategy'],,http://steamcommunity.com/app/97364/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,FALSE,97364,Stainless Games,1 user reviews,
['Action'],,Street Fighter X Tekken: Hugo (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210041/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210041,"Capcom U.S.A., Inc.",,
['Strategy'],,Magic 2013 “Obedient Dead” Foil Conversion,,11-07-12,['Strategy'],,http://steamcommunity.com/app/97371/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,FALSE,97371,Stainless Games,1 user reviews,
['Strategy'],,Magic 2013 “Goblin Gangland” Foil Conversion,,11-07-12,['Strategy'],,http://steamcommunity.com/app/97369/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Co-op', 'Shared/Split Screen', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",0.99,FALSE,97369,Stainless Games,1 user reviews,
['Action'],,Hard Reset: Exile DLC,,11-07-12,"['Action', 'FPS', 'Cyberpunk']",,http://steamcommunity.com/app/98421/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Downloadable Content', 'Steam Achievements', 'Partial Controller Support', 'Stats', 'Steam Leaderboards']",,FALSE,98421,Flying Wild Hog,Very Positive,
"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",,Spiral Knights: Guardians Armor Pack,,12-07-12,"['Adventure', 'Massively Multiplayer', 'Free to Play', 'RPG', 'Action']",,http://steamcommunity.com/app/206522/reviews/?browsefilter=mostrecent&p=1,"['Multi-player', 'Co-op', 'Downloadable Content']",39.99,FALSE,206522,Grey Havens,Mixed,
['Action'],,Street Fighter X Tekken: Law (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210056/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210056,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: King (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210057/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210057,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Julia (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210062/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],0.99,FALSE,210062,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Paul (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210055/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210055,"Capcom U.S.A., Inc.",,
"['RPG', 'Strategy']",,Might &amp; Magic: Heroes VI - Pirates of the Savage Sea Adventure Pack,,12-07-12,"['Strategy', 'RPG']",,http://steamcommunity.com/app/48231/reviews/?browsefilter=mostrecent&p=1,['Downloadable Content'],9.99,FALSE,48231,Limbic Entertainment GmhH,Mixed,
['Action'],,Street Fighter X Tekken: Ibuki (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210039/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210039,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Rolento (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210038/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210038,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Sagat (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210037/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210037,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Dhalsim (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210036/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210036,"Capcom U.S.A., Inc",,
['Action'],,Street Fighter X Tekken: Abel (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210035/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210035,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Lili (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210052/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210052,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Zangief (Swap Costume),,20-07-12,['Action'],,http://steamcommunity.com/app/210043/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210043,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Raven (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210064/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210064,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Yoshimitsu (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210063/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210063,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Jin (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210065/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210065,"Capcom U.S.A., Inc.",1 user reviews,
['Action'],,Street Fighter X Tekken: Ogre (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210067/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210067,"Capcom U.S.A., Inc.",,
['Action'],,Street Fighter X Tekken: Xiaoyu (Swap Costume),,24-07-12,['Action'],,http://steamcommunity.com/app/210066/reviews/?browsefilter=mostrecent&p=1,"['Single-player', 'Multi-player', 'Downloadable Content']",0.99,FALSE,210066,"Capcom U.S.A., Inc.",,
